"CO_ANO";"SUBSTANCIA";"NO_PAIS";"IMP_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2017";"Argilas Plásticas";"Hungria";2032789;78,98;2,328
"2017";"Argilas Plásticas";"Índia";3643512;2250,77;4,173
"2017";"Argilas Plásticas";"Indonésia";275157;145,996;0,315
"2017";"Argilas Plásticas";"Israel";234601;0,284;0,269
"2017";"Argilas Plásticas";"Itália";4709192;1031,759;5,394
"2017";"Argilas Plásticas";"Japão";6249895;1189,349;7,158
"2017";"Argilas Plásticas";"Liechtenstein";291;0;0
"2017";"Argilas Plásticas";"Malásia";2736;0,16;0,003
"2017";"Argilas Plásticas";"Marrocos";6511;3,514;0,007
"2017";"Argilas Plásticas";"México";2195891;107,14;2,515
"2017";"Argilas Plásticas";"Noruega";20872;1,294;0,024
"2017";"Argilas Plásticas";"Países Baixos (Holanda)";56725;0,693;0,065
"2017";"Argilas Plásticas";"Paraguai";125972;35,801;0,144
"2017";"Argilas Plásticas";"Peru";4303;0,296;0,005
"2017";"Argilas Plásticas";"Polônia";595730;28,345;0,682
"2017";"Argilas Plásticas";"Portugal";1107381;398,296;1,268
"2017";"Argilas Plásticas";"Reino Unido";68482;2,46;0,078
"2017";"Argilas Plásticas";"Romênia";51075;13,246;0,058
"2017";"Argilas Plásticas";"Suécia";2953912;242,555;3,383
"2017";"Argilas Plásticas";"Suíça";74448;0,799;0,085
"2017";"Argilas Plásticas";"Tailândia";1560806;399,105;1,788
"2017";"Argilas Plásticas";"Taiwan (Formosa)";102481;9,461;0,117
"2017";"Argilas Plásticas";"Tcheca, República";96372;12,668;0,11
"2017";"Argilas Plásticas";"Turquia";707972;330,867;0,811
"2017";"Argilas Plásticas";"Uruguai";46991;3,447;0,054
"2017";"Argilas Plásticas";"Vietnã";44512;15,201;0,051
"2018";"Argilas Plásticas";"África do Sul";12675;0,49;0,011
"2018";"Argilas Plásticas";"Alemanha";6773101;388,348;6,076
"2018";"Argilas Plásticas";"Argentina";6375;0,103;0,006
"2018";"Argilas Plásticas";"Austrália";43525;0,016;0,039
"2018";"Argilas Plásticas";"Áustria";1163732;33,555;1,044
"2018";"Argilas Plásticas";"Bélgica";5518386;338,152;4,951
"2018";"Argilas Plásticas";"Brasil";25300;1,075;0,023
"2018";"Argilas Plásticas";"Bulgária";1325;0,055;0,001
"2018";"Argilas Plásticas";"Canadá";22823;0,509;0,02
"2018";"Argilas Plásticas";"China";39802320;21844,613;35,707
"2018";"Argilas Plásticas";"Cingapura";1902;0,001;0,002
"2018";"Argilas Plásticas";"Colômbia";2777151;1056,361;2,491
"2018";"Argilas Plásticas";"Coreia do Sul";1978638;498,9;1,775
"2018";"Argilas Plásticas";"Dinamarca";6751;0,213;0,006
"2018";"Argilas Plásticas";"Eslováquia";27367;7,297;0,025
"2018";"Argilas Plásticas";"Eslovênia";4641;0,221;0,004
"2018";"Argilas Plásticas";"Espanha";268854;93,255;0,241
"2018";"Argilas Plásticas";"Estados Unidos";16468752;5754,018;14,774
"2018";"Argilas Plásticas";"Estônia";46058;7,682;0,041
"2018";"Argilas Plásticas";"Filipinas";81754;55,329;0,073
"2018";"Argilas Plásticas";"Finlândia";4947;0,033;0,004
"2018";"Argilas Plásticas";"França";2270303;619,189;2,037
"2018";"Argilas Plásticas";"Hong Kong";420526;322,848;0,377
"2018";"Argilas Plásticas";"Hungria";4500439;170,672;4,037
"2018";"Argilas Plásticas";"Índia";4552144;2829,974;4,084
"2018";"Argilas Plásticas";"Indonésia";670761;142,608;0,602
"2018";"Argilas Plásticas";"Israel";170467;0,225;0,153
"2018";"Argilas Plásticas";"Itália";1956970;672,63;1,756
"2018";"Argilas Plásticas";"Japão";6383687;1073,118;5,727
"2018";"Argilas Plásticas";"Letônia";8220;0,626;0,007
"2018";"Argilas Plásticas";"Luxemburgo";10592;0,008;0,01
"2018";"Argilas Plásticas";"Malásia";33803;16,626;0,03
"2018";"Argilas Plásticas";"Marrocos";16675;7,751;0,015
"2018";"Argilas Plásticas";"México";1500072;77,85;1,346
"2018";"Argilas Plásticas";"Noruega";20847;1,531;0,019
"2018";"Argilas Plásticas";"Países Baixos (Holanda)";26833;0,703;0,024
"2018";"Argilas Plásticas";"Panamá";2526;2,666;0,002
"2018";"Argilas Plásticas";"Peru";2574;0,185;0,002
"2018";"Argilas Plásticas";"Polinésia Francesa";86113;3,556;0,077
"2018";"Argilas Plásticas";"Polônia";716476;25,517;0,643
"2018";"Argilas Plásticas";"Portugal";7888833;2512,724;7,077
"2018";"Argilas Plásticas";"Reino Unido";176868;13,893;0,159
"2018";"Argilas Plásticas";"Romênia";353737;209,11;0,317
"2018";"Argilas Plásticas";"Rússia";18;0,003;0
"2018";"Argilas Plásticas";"Suécia";2390840;191,111;2,145
"2018";"Argilas Plásticas";"Suíça";98436;1,144;0,088
"2018";"Argilas Plásticas";"Tailândia";869812;387,685;0,78
"2018";"Argilas Plásticas";"Taiwan (Formosa)";233064;27,458;0,209
"2018";"Argilas Plásticas";"Tcheca, República";139186;14,147;0,125
"2018";"Argilas Plásticas";"Tunísia";8207;20,85;0,007
"2018";"Argilas Plásticas";"Turquia";920596;484,781;0,826
"2018";"Argilas Plásticas";"Venezuela";89;0,344;0
"2018";"Argilas Plásticas";"Vietnã";3833;0,214;0,003
"2016";"Argilas Refratárias";"Aland, Ilhas";0;0;0
"2016";"Argilas Refratárias";"Alemanha";14397223;2265,977;8,771
"2016";"Argilas Refratárias";"Argentina";552415;3,75;0,337
"2016";"Argilas Refratárias";"Austrália";60056;40,902;0,037
"2016";"Argilas Refratárias";"Áustria";2770043;2013,321;1,687
"2016";"Argilas Refratárias";"Bélgica";1078448;143,291;0,657
"2016";"Argilas Refratárias";"Brasil";118790;0,382;0,072
"2016";"Argilas Refratárias";"Bulgária";3325;0,014;0,002
"2016";"Argilas Refratárias";"Cabo Verde";642;0,002;0
"2016";"Argilas Refratárias";"Camarões";88;0,001;0
"2016";"Argilas Refratárias";"Camboja";100;0,001;0
"2016";"Argilas Refratárias";"Canadá";145442;134,558;0,089
"2016";"Argilas Refratárias";"Cayman, Ilhas";96;0,001;0
"2016";"Argilas Refratárias";"Chile";14799;4,673;0,009
"2016";"Argilas Refratárias";"China";43108820;2583,969;26,261
"2016";"Argilas Refratárias";"Cingapura";1094717;9,545;0,667
"2016";"Argilas Refratárias";"Colômbia";3;0,001;0
"2016";"Argilas Refratárias";"Coreia do Norte";11180;0,104;0,007
"2016";"Argilas Refratárias";"Coreia do Sul";24693704;771,881;15,043
"2016";"Argilas Refratárias";"Croácia";1015;0,003;0,001
"2016";"Argilas Refratárias";"Curaçao";6409;0,205;0,004
"2016";"Argilas Refratárias";"Dinamarca";12232;0,054;0,007
"2016";"Argilas Refratárias";"El Salvador";140392;0,596;0,086
"2016";"Argilas Refratárias";"Eslováquia";3649;0,09;0,002
"2016";"Argilas Refratárias";"Eslovênia";17815;40,005;0,011
"2016";"Argilas Refratárias";"Espanha";756037;403,997;0,461
"2016";"Argilas Refratárias";"Estados Unidos";11105735;2288,979;6,765
"2016";"Argilas Refratárias";"Estônia";4;0;0
"2016";"Argilas Refratárias";"Filipinas";1963071;14,529;1,196
"2016";"Argilas Refratárias";"Finlândia";1601;0,231;0,001
"2016";"Argilas Refratárias";"França";1625546;393,015;0,99
"2016";"Argilas Refratárias";"Geórgia";9;0;0
"2016";"Argilas Refratárias";"Hong Kong";2028041;140,892;1,235
"2016";"Argilas Refratárias";"Hungria";23291;2,727;0,014
"2016";"Argilas Refratárias";"Índia";1311116;9,216;0,799
"2016";"Argilas Refratárias";"Indonésia";134610;1,109;0,082
"2016";"Argilas Refratárias";"Iraque";218;0,003;0
"2016";"Argilas Refratárias";"Irlanda";9638;0,205;0,006
"2016";"Argilas Refratárias";"Islândia";2;0;0
"2016";"Argilas Refratárias";"Israel";10088524;19,411;6,146
"2016";"Argilas Refratárias";"Itália";943668;202,155;0,575
"2016";"Argilas Refratárias";"Japão";25764871;160,429;15,696
"2016";"Argilas Refratárias";"Liechtenstein";20390;0,022;0,012
"2016";"Argilas Refratárias";"Luxemburgo";1550177;19,272;0,944
"2016";"Argilas Refratárias";"Malásia";1852230;10,832;1,128
"2016";"Argilas Refratárias";"México";777261;25,106;0,473
"2016";"Argilas Refratárias";"Mianmar";20;0;0
"2016";"Argilas Refratárias";"Micronésia";14;0;0
"2016";"Argilas Refratárias";"Noruega";3197;0,008;0,002
"2016";"Argilas Refratárias";"Nova Zelândia";784;0,034;0
"2016";"Argilas Refratárias";"Países Baixos (Holanda)";17970;3,29;0,011
"2016";"Argilas Refratárias";"Panamá";34133;0,033;0,021
"2016";"Argilas Refratárias";"Polônia";184845;3,076;0,113
"2016";"Argilas Refratárias";"Portugal";1026020;13,53;0,625
"2016";"Argilas Refratárias";"Reino Unido";329705;186,135;0,201
"2016";"Argilas Refratárias";"Romênia";5157;0,004;0,003
"2016";"Argilas Refratárias";"Rússia";32295;0,098;0,02
"2016";"Argilas Refratárias";"Samoa";64;0,004;0
"2016";"Argilas Refratárias";"Seicheles";43;0;0
"2016";"Argilas Refratárias";"Sri Lanka";1793;0,07;0,001
"2016";"Argilas Refratárias";"Suécia";6476627;1355,092;3,945
"2016";"Argilas Refratárias";"Suíça";961857;4;0,586
"2016";"Argilas Refratárias";"Tailândia";269518;3,044;0,164
"2016";"Argilas Refratárias";"Taiwan (Formosa)";4976174;55,095;3,031
"2016";"Argilas Refratárias";"Tcheca, República";1216278;148,6;0,741
"2016";"Argilas Refratárias";"Tunísia";54;0;0
"2016";"Argilas Refratárias";"Turquia";427420;1240,658;0,26
"2016";"Argilas Refratárias";"Ucrânia";633;0,002;0
"2016";"Argilas Refratárias";"Venezuela";332;0,001;0
"2016";"Argilas Refratárias";"Vietnã";800;0,004;0
"2016";"Argilas Refratárias";"Virgens, Ilhas (Britânicas)";757;0,039;0
"2017";"Argilas Refratárias";"África do Sul";1662;0,9;0,001
"2017";"Argilas Refratárias";"Aland, Ilhas";5;0;0
"2017";"Argilas Refratárias";"Albânia";1330;0,003;0,001
"2017";"Argilas Refratárias";"Alemanha";18765488;2614,587;8,846
"2017";"Argilas Refratárias";"Andorra";215;0,001;0
"2017";"Argilas Refratárias";"Argentina";781909;8,759;0,369
"2017";"Argilas Refratárias";"Austrália";332338;243,133;0,157
"2017";"Argilas Refratárias";"Áustria";3550301;1346,62;1,674
"2017";"Argilas Refratárias";"Bélgica";1593809;153,779;0,751
"2017";"Argilas Refratárias";"Brasil";15765;0,044;0,007
"2017";"Argilas Refratárias";"Brunei";503;0,004;0
"2017";"Argilas Refratárias";"Bulgária";817;0;0
"2017";"Argilas Refratárias";"Canadá";106096;32,145;0,05
"2017";"Argilas Refratárias";"Chile";14759;4,73;0,007
"2017";"Argilas Refratárias";"China";63219810;3673,705;29,8
"2017";"Argilas Refratárias";"Cingapura";1129536;10,51;0,532
"2017";"Argilas Refratárias";"Colômbia";102;0;0
"2017";"Argilas Refratárias";"Coreia do Norte";1486;0,009;0,001
"2017";"Argilas Refratárias";"Coreia do Sul";32940261;4849,44;15,527
"2017";"Argilas Refratárias";"Costa Rica";8;0;0
"2017";"Argilas Refratárias";"Croácia";250;0;0
"2017";"Argilas Refratárias";"Dinamarca";529263;783,267;0,249
"2017";"Argilas Refratárias";"El Salvador";200800;0,822;0,095
"2017";"Argilas Refratárias";"Eslováquia";6878;0,022;0,003
"2017";"Argilas Refratárias";"Eslovênia";154848;336,001;0,073
"2017";"Argilas Refratárias";"Espanha";266377;154,363;0,126
"2017";"Argilas Refratárias";"Estados Unidos";13097845;2535,322;6,174
"2017";"Argilas Refratárias";"Estônia";1;0;0
"2017";"Argilas Refratárias";"Filipinas";1301108;14,617;0,613
"2017";"Argilas Refratárias";"Finlândia";4257;0,977;0,002
"2017";"Argilas Refratárias";"França";2233517;853,592;1,053
"2017";"Argilas Refratárias";"Guiné";2;0;0
"2017";"Argilas Refratárias";"Hong Kong";2557574;18,202;1,206
"2017";"Argilas Refratárias";"Hungria";29582;4,062;0,014
"2017";"Argilas Refratárias";"Índia";2339429;37,17;1,103
"2017";"Argilas Refratárias";"Indonésia";291617;2,01;0,137
"2017";"Argilas Refratárias";"Irlanda";367;0;0
"2017";"Argilas Refratárias";"Israel";11967469;21,55;5,641
"2017";"Argilas Refratárias";"Itália";1129548;244,423;0,532
"2017";"Argilas Refratárias";"Japão";28674552;203,462;13,517
"2017";"Argilas Refratárias";"Jordânia";866;0;0
"2017";"Argilas Refratárias";"Kiribati";182;0;0
"2017";"Argilas Refratárias";"Liechtenstein";7202;0,008;0,003
"2017";"Argilas Refratárias";"Luxemburgo";1857574;21,441;0,876
"2017";"Argilas Refratárias";"Macedônia";2347;0;0,001
"2017";"Argilas Refratárias";"Malásia";2173016;26,101;1,024
"2017";"Argilas Refratárias";"Marrocos";1672;0,001;0,001
"2017";"Argilas Refratárias";"México";883504;6,923;0,416
"2017";"Argilas Refratárias";"Países Baixos (Holanda)";13039;2,096;0,006
"2017";"Argilas Refratárias";"Panamá";231;0,003;0
"2017";"Argilas Refratárias";"Polônia";599563;12,055;0,283
"2017";"Argilas Refratárias";"Portugal";1328838;20,623;0,626
"2017";"Argilas Refratárias";"Reino Unido";554394;168,656;0,261
"2017";"Argilas Refratárias";"Romênia";91;0;0
"2017";"Argilas Refratárias";"Rússia";32832;0,066;0,015
"2017";"Argilas Refratárias";"Samoa";4087;0,042;0,002
"2017";"Argilas Refratárias";"Senegal";25;0,002;0
"2017";"Argilas Refratárias";"Serra Leoa";250;0,004;0
"2017";"Argilas Refratárias";"Sri Lanka";2237;0,039;0,001
"2017";"Argilas Refratárias";"Suécia";8259474;1056,011;3,893
"2017";"Argilas Refratárias";"Suíça";894706;4,035;0,422
"2017";"Argilas Refratárias";"Tailândia";484443;5,158;0,228
"2017";"Argilas Refratárias";"Taiwan (Formosa)";6149748;67,365;2,899
"2017";"Argilas Refratárias";"Tcheca, República";1201486;128,01;0,566
"2017";"Argilas Refratárias";"Turquia";437210;1319,572;0,206
"2017";"Argilas Refratárias";"Ucrânia";2740;0,008;0,001
"2017";"Argilas Refratárias";"Venezuela";145;0,25;0
"2017";"Argilas Refratárias";"Vietnã";11335;0,072;0,005
"2018";"Argilas Refratárias";"África do Sul";1277;0,101;0
"2018";"Argilas Refratárias";"Aland, Ilhas";28;0;0
"2018";"Argilas Refratárias";"Albânia";8644;0,007;0,003
"2018";"Argilas Refratárias";"Alemanha";21114605;1985,267;7,493
"2018";"Argilas Refratárias";"Argentina";778041;12,219;0,276
"2018";"Argilas Refratárias";"Austrália";83800;50,497;0,03
"2018";"Argilas Refratárias";"Áustria";4811369;1602,901;1,707
"2018";"Argilas Refratárias";"Bélgica";1670405;167,265;0,593
"2018";"Argilas Refratárias";"Brasil";6968;0,015;0,002
"2018";"Argilas Refratárias";"Bulgária";3759;0,176;0,001
"2018";"Argilas Refratárias";"Canadá";258707;43,252;0,092
"2018";"Argilas Refratárias";"Chile";36895;10,017;0,013
"2018";"Argilas Refratárias";"China";101021575;4158,809;35,848
"2018";"Argilas Refratárias";"Cingapura";1919805;18,226;0,681
"2018";"Argilas Refratárias";"Congo";3;0;0
"2018";"Argilas Refratárias";"Congo, República Democrática";200;0;0
"2018";"Argilas Refratárias";"Coreia do Sul";35480099;5702,495;12,59
"2018";"Argilas Refratárias";"Costa Rica";513;0,001;0
"2018";"Argilas Refratárias";"Croácia";1526;0,054;0,001
"2018";"Argilas Refratárias";"Dinamarca";104983;203,904;0,037
"2018";"Argilas Refratárias";"Djibuti";15;0;0
"2018";"Argilas Refratárias";"El Salvador";216801;0,841;0,077
"2018";"Argilas Refratárias";"Eslováquia";7513;0,1;0,003
"2018";"Argilas Refratárias";"Eslovênia";42840;87,005;0,015
"2018";"Argilas Refratárias";"Espanha";612527;281,751;0,217
"2018";"Argilas Refratárias";"Estados Unidos";12920855;2409,697;4,585
"2018";"Argilas Refratárias";"Filipinas";2803742;20,065;0,995
"2018";"Argilas Refratárias";"Finlândia";929;0,101;0
"2018";"Argilas Refratárias";"França";1912159;512,012;0,679
"2018";"Argilas Refratárias";"Gabão";24;0,016;0
"2018";"Argilas Refratárias";"Hong Kong";3582107;20,613;1,271
"2018";"Argilas Refratárias";"Hungria";66876;8,642;0,024
"2018";"Argilas Refratárias";"Índia";2482516;23,648;0,881
"2018";"Argilas Refratárias";"Indonésia";404221;6,167;0,143
"2018";"Argilas Refratárias";"Irlanda";1563;0;0,001
"2018";"Argilas Refratárias";"Israel";14327399;26,045;5,084
"2018";"Argilas Refratárias";"Itália";1261735;287,596;0,448
"2018";"Argilas Refratárias";"Japão";39390052;432,65;13,978
"2018";"Argilas Refratárias";"Líbano";100;0,009;0
"2018";"Argilas Refratárias";"Luxemburgo";1957409;19,512;0,695
"2018";"Argilas Refratárias";"Macedônia";179;0,008;0
"2018";"Argilas Refratárias";"Malásia";4018748;17,901;1,426
"2018";"Argilas Refratárias";"Malta";420;0,002;0
"2018";"Argilas Refratárias";"Mauritânia";270;0,001;0
"2018";"Argilas Refratárias";"México";1399527;10,46;0,497
"2018";"Argilas Refratárias";"Noruega";1482;0,139;0,001
"2018";"Argilas Refratárias";"Países Baixos (Holanda)";42441;15,193;0,015
"2018";"Argilas Refratárias";"Panamá";918;0,001;0
"2018";"Argilas Refratárias";"Peru";32;0,047;0
"2018";"Argilas Refratárias";"Polônia";534329;24,978;0,19
"2018";"Argilas Refratárias";"Porto Rico";609;0,005;0
"2018";"Argilas Refratárias";"Portugal";1228939;83,962;0,436
"2018";"Argilas Refratárias";"Reino Unido";474192;187,006;0,168
"2018";"Argilas Refratárias";"Romênia";4772;0,006;0,002
"2018";"Argilas Refratárias";"Rússia";18167;0,026;0,006
"2018";"Argilas Refratárias";"Samoa";8320;0,005;0,003
"2018";"Argilas Refratárias";"Senegal";622;0,001;0
"2018";"Argilas Refratárias";"Sérvia";3342;0,021;0,001
"2018";"Argilas Refratárias";"Sri Lanka";2287;0,036;0,001
"2018";"Argilas Refratárias";"Suécia";9503556;1356,817;3,372
"2018";"Argilas Refratárias";"Suíça";1133843;4,735;0,402
"2018";"Argilas Refratárias";"Tailândia";506594;4,701;0,18
"2018";"Argilas Refratárias";"Taiwan (Formosa)";12424243;66,289;4,409
"2018";"Argilas Refratárias";"Tcheca, República";975704;104,376;0,346
"2018";"Argilas Refratárias";"Tunísia";10;0,001;0
"2018";"Argilas Refratárias";"Turquia";127252;56,265;0,045
"2018";"Argilas Refratárias";"Ucrânia";87739;161,241;0,031
"2018";"Argilas Refratárias";"Vietnã";13536;0,136;0,005
"2016";"Arsênio";"China";88928;43,95;99,075
"2016";"Arsênio";"Estados Unidos";370;0,001;0,412
"2016";"Arsênio";"Índia";460;0;0,512
"2017";"Arsênio";"China";116605;80;98,617
"2017";"Arsênio";"Estados Unidos";949;0,001;0,803
"2017";"Arsênio";"Reino Unido";686;0;0,58
"2018";"Arsênio";"China";53493;32;62,012
"2018";"Arsênio";"Espanha";151;0;0,175
"2018";"Arsênio";"Estados Unidos";32619;8,001;37,813
"2016";"Bário";"Alemanha";1821874;1242,856;13,652
"2016";"Bário";"Bélgica";8904;20;0,067
"2016";"Bário";"Canadá";18355;40;0,138
"2016";"Bário";"Chile";169990;120;1,274
"2016";"Bário";"China";6200620;15088,344;46,464
"2016";"Bário";"Espanha";901674;1679,082;6,757
"2016";"Bário";"Estados Unidos";2870083;2839,94;21,507
"2016";"Bário";"Finlândia";22789;20;0,171
"2016";"Bário";"França";30836;70,494;0,231
"2016";"Bário";"Índia";2428;0,112;0,018
"2016";"Bário";"Itália";610692;669,279;4,576
"2016";"Bário";"Japão";9868;3,52;0,074
"2016";"Bário";"Marrocos";586305;5444,58;4,393
"2016";"Bário";"México";21;0,005;0
"2016";"Bário";"Países Baixos (Holanda)";25645;56;0,192
"2016";"Bário";"Reino Unido";292;0,025;0,002
"2016";"Bário";"Suíça";64592;47;0,484
"2017";"Bário";"Alemanha";1712762;1208,598;11,934
"2017";"Bário";"Bélgica";39;0,001;0
"2017";"Bário";"Canadá";35;0;0
"2017";"Bário";"China";6562599;12508,453;45,725
"2017";"Bário";"Espanha";1130116;1982,704;7,874
"2017";"Bário";"Estados Unidos";1910461;1992,934;13,311
"2017";"Bário";"Finlândia";21338;20;0,149
"2017";"Bário";"França";48355;108,153;0,337
"2017";"Bário";"Hong Kong";97352;199;0,678
"2017";"Bário";"Índia";64243;131,201;0,448
"2017";"Bário";"Itália";680782;720,76;4,743
"2017";"Bário";"Japão";17036;6,275;0,119
"2017";"Bário";"Marrocos";815394;7506,9;5,681
"2017";"Bário";"México";499364;3996,003;3,479
"2017";"Bário";"Países Baixos (Holanda)";70815;146,196;0,493
"2017";"Bário";"Reino Unido";1691;0,998;0,012
"2017";"Bário";"Suíça";77463;67,95;0,54
"2017";"Bário";"Turquia";642421;5076;4,476
"2018";"Bário";"Alemanha";2183224;1341,281;13,058
"2018";"Bário";"Bélgica";189;0,004;0,001
"2018";"Bário";"Brasil";1572;0,95;0,009
"2018";"Bário";"Canadá";7159;3;0,043
"2018";"Bário";"China";7909202;13362,556;47,307
"2018";"Bário";"Espanha";1047773;1848,051;6,267
"2018";"Bário";"Estados Unidos";761472;1102,853;4,555
"2018";"Bário";"França";38827;86,141;0,232
"2018";"Bário";"Hong Kong";125762;205;0,752
"2018";"Bário";"Índia";139230;266,025;0,833
"2018";"Bário";"Itália";486298;517,018;2,909
"2018";"Bário";"Japão";12802;5,14;0,077
"2018";"Bário";"Marrocos";1075169;8964;6,431
"2018";"Bário";"Países Baixos (Holanda)";114602;217,79;0,685
"2018";"Bário";"Peru";78741;60;0,471
"2018";"Bário";"Reino Unido";14576;7,355;0,087
"2018";"Bário";"Turquia";2509495;17174,592;15,01
"2018";"Bário";"Vietnã";212731;453,6;1,272
"2016";"Bauxita";"África do Sul";33626422;15573,031;2,308
"2016";"Bauxita";"Alemanha";109632757;31468,828;7,526
"2016";"Bauxita";"Arábia Saudita";29927959;18518,71;2,054
"2016";"Bauxita";"Argentina";133583734;67436,352;9,17
"2016";"Bauxita";"Austrália";6242382;3582,033;0,429
"2016";"Bauxita";"Áustria";10149975;2816,203;0,697
"2016";"Bauxita";"Barein";3416813;3471,723;0,235
"2016";"Bauxita";"Bélgica";27150301;942,913;1,864
"2016";"Bauxita";"Belize";4760;0,002;0
"2016";"Bauxita";"Bolívia";2808457;2409,527;0,193
"2016";"Bauxita";"Brasil";21668948;209443,138;1,487
"2016";"Bauxita";"Bulgária";6650;0,075;0
"2016";"Bauxita";"Canadá";27987775;14804,275;1,921
"2016";"Bauxita";"Cazaquistão";155827;4,408;0,011
"2016";"Bauxita";"Chile";29890822;10644,79;2,052
"2016";"Bauxita";"China";217685385;74337,306;14,943
"2016";"Bauxita";"Cingapura";13298537;4392,4;0,913
"2016";"Bauxita";"Colômbia";10446860;6686,35;0,717
"2016";"Bauxita";"Coreia do Norte";4492;0,092;0
"2016";"Bauxita";"Coreia do Sul";47202885;2739,792;3,24
"2016";"Bauxita";"Costa Rica";1777213;1437,227;0,122
