"CO_ANO";"SUBSTANCIA";"NO_PAIS";"EX_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2018";"Rochas Ornamentais";"República Dominicana";2521723;5069,396;0,254
"2018";"Rochas Ornamentais";"Reunião";50223;96,981;0,005
"2018";"Rochas Ornamentais";"Romênia";846725;2065,778;0,085
"2018";"Rochas Ornamentais";"Rússia";3079527;2805,648;0,311
"2018";"Rochas Ornamentais";"Santa Lúcia";32036;44,9;0,003
"2018";"Rochas Ornamentais";"São Vicente e Granadinas";32834;50,712;0,003
"2018";"Rochas Ornamentais";"Seicheles";10245;26,486;0,001
"2018";"Rochas Ornamentais";"Senegal";8128;15,541;0,001
"2018";"Rochas Ornamentais";"Sérvia";11513;26,63;0,001
"2018";"Rochas Ornamentais";"Síria";204066;751,165;0,021
"2018";"Rochas Ornamentais";"Suécia";384534;472,473;0,039
"2018";"Rochas Ornamentais";"Suíça";785360;1756,933;0,079
"2018";"Rochas Ornamentais";"Suriname";33276;55,36;0,003
"2018";"Rochas Ornamentais";"Tailândia";212786;566,518;0,021
"2018";"Rochas Ornamentais";"Taiwan (Formosa)";9104510;55656,854;0,918
"2018";"Rochas Ornamentais";"Tcheca, República";31512;19,277;0,003
"2018";"Rochas Ornamentais";"Togo";6579;25,201;0,001
"2018";"Rochas Ornamentais";"Trinidad e Tobago";293156;545,306;0,03
"2018";"Rochas Ornamentais";"Turcas e Caicos, Ilhas";39480;20,799;0,004
"2018";"Rochas Ornamentais";"Turquia";941744;1669,413;0,095
"2018";"Rochas Ornamentais";"Ucrânia";125717;110,912;0,013
"2018";"Rochas Ornamentais";"Uganda";43821;72,412;0,004
"2018";"Rochas Ornamentais";"Uruguai";1037535;3076,792;0,105
"2018";"Rochas Ornamentais";"Venezuela";699457;1583,962;0,071
"2018";"Rochas Ornamentais";"Vietnã";4161981;4763,508;0,42
"2017";"Ródio";"Estados Unidos";689;0;18,113
"2017";"Ródio";"Taiwan (Formosa)";3115;0,089;81,887
"2018";"Rutênio";"Itália";33411;0,057;100
"2016";"Sal";"África do Sul";126101;220,993;0,222
"2016";"Sal";"Alemanha";518056;180,784;0,913
"2016";"Sal";"Angola";50784;204,299;0,09
"2016";"Sal";"Argentina";8769783;30232,414;15,46
"2016";"Sal";"Áustria";120;0,001;0
"2016";"Sal";"Bélgica";450867;21,005;0,795
"2016";"Sal";"Bolívia";2115017;2683,721;3,729
"2016";"Sal";"Cabo Verde";2954;5,803;0,005
"2016";"Sal";"Camarões";1882000;82000;3,318
"2016";"Sal";"Canadá";3425;3,22;0,006
"2016";"Sal";"Chile";851296;1186,967;1,501
"2016";"Sal";"Colômbia";56390;12,628;0,099
"2016";"Sal";"Congo";122;0,219;0
"2016";"Sal";"Coreia do Sul";10355;0,4;0,018
"2016";"Sal";"Costa Rica";2339;0,65;0,004
"2016";"Sal";"Cuba";5577;1,62;0,01
"2016";"Sal";"El Salvador";4305;0,96;0,008
"2016";"Sal";"Emirados Árabes Unidos";13;0,001;0
"2016";"Sal";"Equador";74093;25,992;0,131
"2016";"Sal";"Espanha";22240;3,026;0,039
"2016";"Sal";"Estados Unidos";17562459;640118,615;30,96
"2016";"Sal";"Filipinas";78;0,004;0
"2016";"Sal";"França";757;0,051;0,001
"2016";"Sal";"Gana";31924;20,2;0,056
"2016";"Sal";"Guatemala";64000;40;0,113
"2016";"Sal";"Guiana";236375;570,448;0,417
"2016";"Sal";"Guiana Francesa";474;0,624;0,001
"2016";"Sal";"Guiné Equatorial";181583;116,205;0,32
"2016";"Sal";"Haiti";9509;100,608;0,017
"2016";"Sal";"Honduras";6293;2,6;0,011
"2016";"Sal";"Índia";462702;1200,023;0,816
"2016";"Sal";"Indonésia";990;0,004;0,002
"2016";"Sal";"Iraque";510;0,035;0,001
"2016";"Sal";"Itália";1015587;112,51;1,79
"2016";"Sal";"Japão";304;0,63;0,001
"2016";"Sal";"Líbano";104;0,019;0
"2016";"Sal";"Libéria";273294;170,8;0,482
"2016";"Sal";"México";3556345;2102,121;6,269
"2016";"Sal";"Moçambique";114;0,013;0
"2016";"Sal";"Nicarágua";180;0,01;0
"2016";"Sal";"Nigéria";8480360;407561;14,95
"2016";"Sal";"Países Baixos (Holanda)";29101;4,842;0,051
"2016";"Sal";"Panamá";0;0,002;0
"2016";"Sal";"Paraguai";4942565;4912,118;8,713
"2016";"Sal";"Peru";2016765;1648,905;3,555
"2016";"Sal";"Portugal";3771;1,43;0,007
"2016";"Sal";"Reino Unido";4012;7,8;0,007
"2016";"Sal";"República Dominicana";45147;81,542;0,08
"2016";"Sal";"Rússia";1152;0,115;0,002
"2016";"Sal";"Suíça";195;0,013;0
"2016";"Sal";"Suriname";240;1,437;0
"2016";"Sal";"Tailândia";743;0,27;0,001
"2016";"Sal";"Tunísia";392;0,022;0,001
"2016";"Sal";"Uruguai";1861826;4417,742;3,282
"2016";"Sal";"Venezuela";989714;539,234;1,745
"2016";"Sal";"Zâmbia";7;0,002;0
"2017";"Sal";"África do Sul";2424459;12230,212;3,515
"2017";"Sal";"Albânia";10042;100,001;0,015
"2017";"Sal";"Alemanha";717;0,074;0,001
"2017";"Sal";"Angola";87832;217,499;0,127
"2017";"Sal";"Arábia Saudita";123;0,3;0
"2017";"Sal";"Argentina";10935386;32699,624;15,854
"2017";"Sal";"Austrália";700;1;0,001
"2017";"Sal";"Azerbaijão";3113;3,795;0,005
"2017";"Sal";"Bélgica";503617;528,36;0,73
"2017";"Sal";"Bolívia";5417676;5012,134;7,854
"2017";"Sal";"Cabo Verde";1215;2,934;0,002
"2017";"Sal";"Camarões";2262450;108450;3,28
"2017";"Sal";"Canadá";948;2,752;0,001
"2017";"Sal";"Chile";2301508;2371,084;3,337
"2017";"Sal";"China";72082;536,472;0,105
"2017";"Sal";"Cingapura";188391;500;0,273
"2017";"Sal";"Colômbia";70512;8,077;0,102
"2017";"Sal";"Congo";68;0,205;0
"2017";"Sal";"Coreia do Sul";38421;1,8;0,056
"2017";"Sal";"Costa Rica";49679;4,201;0,072
"2017";"Sal";"Croácia";51187;675;0,074
"2017";"Sal";"Cuba";12208;3,15;0,018
"2017";"Sal";"Curaçao";16;0,075;0
"2017";"Sal";"Emirados Árabes Unidos";246;0,6;0
"2017";"Sal";"Equador";597342;11,831;0,866
"2017";"Sal";"Espanha";84818;1096,062;0,123
"2017";"Sal";"Estados Unidos";11340943;441372,661;16,442
"2017";"Sal";"França";1278;0,095;0,002
"2017";"Sal";"Gana";341018;222;0,494
"2017";"Sal";"Guatemala";4670;4,258;0,007
"2017";"Sal";"Guiana";38786;300,165;0,056
"2017";"Sal";"Guiana Francesa";214;0,66;0
"2017";"Sal";"Guiné Equatorial";1483;4,93;0,002
"2017";"Sal";"Honduras";2559;1,201;0,004
"2017";"Sal";"Índia";777579;2406,408;1,127
"2017";"Sal";"Indonésia";302852;0,064;0,439
"2017";"Sal";"Irã";1000;0,01;0,001
"2017";"Sal";"Itália";2767611;11943,433;4,012
"2017";"Sal";"Líbano";63;0,005;0
"2017";"Sal";"Libéria";1062746;336,261;1,541
"2017";"Sal";"Malásia";4070;0;0,006
"2017";"Sal";"México";3117707;2133,128;4,52
"2017";"Sal";"Moçambique";7;0,001;0
"2017";"Sal";"Nigéria";8259474;409184,8;11,974
"2017";"Sal";"Noruega";800;40;0,001
"2017";"Sal";"Países Baixos (Holanda)";183094;21,298;0,265
"2017";"Sal";"Panamá";50608;6,568;0,073
"2017";"Sal";"Paraguai";5282081;5550,633;7,658
"2017";"Sal";"Peru";2736388;2731,082;3,967
"2017";"Sal";"Polônia";188;0,28;0
"2017";"Sal";"Portugal";817;0,079;0,001
"2017";"Sal";"Reino Unido";12210;12,651;0,018
"2017";"Sal";"República Dominicana";8965;20,029;0,013
"2017";"Sal";"São Tomé e Príncipe";33;0,014;0
"2017";"Sal";"Suriname";1382;1,948;0,002
"2017";"Sal";"Tailândia";321381;759,45;0,466
"2017";"Sal";"Turquia";5180;50,26;0,008
"2017";"Sal";"Ucrânia";2802247;15297,223;4,063
"2017";"Sal";"Uruguai";1907556;5320,433;2,766
"2017";"Sal";"Venezuela";2353084;10949,295;3,411
"2017";"Sal";"Vietnã";171597;400;0,249
"2018";"Sal";"África do Sul";1864659;4090,67;3,602
"2018";"Sal";"Alemanha";2921;0,506;0,006
"2018";"Sal";"Angola";9165;4,802;0,018
"2018";"Sal";"Antígua e Barbuda";50;0,088;0
"2018";"Sal";"Argentina";8087652;20452,48;15,623
"2018";"Sal";"Aruba";1447;4,221;0,003
"2018";"Sal";"Bahamas";343;0,529;0,001
"2018";"Sal";"Barbados";78;0,094;0
"2018";"Sal";"Barein";516;0,035;0,001
"2018";"Sal";"Bélgica";469323;25,83;0,907
"2018";"Sal";"Bermudas";11;0,02;0
"2018";"Sal";"Bolívia";5798699;4438,758;11,201
"2018";"Sal";"Brasil";28;0,02;0
"2018";"Sal";"Bulgária";42;0,005;0
"2018";"Sal";"Burkina Faso";166609;0,012;0,322
"2018";"Sal";"Cabo Verde";530;1,428;0,001
"2018";"Sal";"Camarões";1327800;67950;2,565
"2018";"Sal";"Canadá";2671;5,813;0,005
"2018";"Sal";"Chile";1582648;1653,003;3,057
"2018";"Sal";"China";159;0,383;0
"2018";"Sal";"Chipre";333;0,345;0,001
"2018";"Sal";"Cingapura";2340;2,117;0,005
"2018";"Sal";"Colômbia";162155;54,538;0,313
"2018";"Sal";"Congo, República Democrática";35347;189;0,068
"2018";"Sal";"Coreia do Sul";5018;0,2;0,01
"2018";"Sal";"Costa Rica";654;0,781;0,001
"2018";"Sal";"Croácia";25983;480;0,05
"2018";"Sal";"Cuba";10176;2,3;0,02
"2018";"Sal";"Dinamarca";1331;2,013;0,003
"2018";"Sal";"El Salvador";311;0,09;0,001
"2018";"Sal";"Emirados Árabes Unidos";411;0,035;0,001
"2018";"Sal";"Equador";176756;4,423;0,341
"2018";"Sal";"Eslovênia";177;0,01;0
"2018";"Sal";"Espanha";3537;5,052;0,007
"2018";"Sal";"Estados Unidos";8301984;358535,787;16,037
"2018";"Sal";"Etiópia";4;0,001;0
"2018";"Sal";"Falkland (Malvinas)";8;0,01;0
"2018";"Sal";"Filipinas";85;0,124;0
"2018";"Sal";"França";3022;0,115;0,006
"2018";"Sal";"Gibraltar";7;0,02;0
"2018";"Sal";"Grécia";1408835;5931,615;2,721
"2018";"Sal";"Guatemala";4400;1,436;0,008
"2018";"Sal";"Guiana";40244;160,81;0,078
"2018";"Sal";"Guiana Francesa";53;0,21;0
"2018";"Sal";"Guiné Equatorial";566;2,991;0,001
"2018";"Sal";"Honduras";15582;1,391;0,03
"2018";"Sal";"Hong Kong";5335;2,804;0,01
"2018";"Sal";"Ilha de Man";1398;0,06;0,003
"2018";"Sal";"Índia";1298691;2838,129;2,509
"2018";"Sal";"Israel";400;0,025;0,001
"2018";"Sal";"Itália";1013451;6006,236;1,958
"2018";"Sal";"Japão";1906;0,496;0,004
"2018";"Sal";"Jordânia";2122;0,562;0,004
"2018";"Sal";"Libéria";979526;457,556;1,892
"2018";"Sal";"Líbia";42;0,003;0
"2018";"Sal";"Malásia";167183;500,022;0,323
"2018";"Sal";"Malta";3134;2,628;0,006
"2018";"Sal";"Marrocos";3;0,003;0
"2018";"Sal";"Marshall, Ilhas";4300;3,604;0,008
"2018";"Sal";"México";596583;1720,395;1,152
"2018";"Sal";"Moçambique";1340;0,214;0,003
"2018";"Sal";"Nicarágua";955;0,156;0,002
"2018";"Sal";"Nigéria";7223838;323720;13,954
"2018";"Sal";"Noruega";411;0,402;0,001
"2018";"Sal";"Nova Zelândia";2891;0,34;0,006
"2018";"Sal";"Países Baixos (Holanda)";3126;2,087;0,006
"2018";"Sal";"Panamá";30119;4,501;0,058
"2018";"Sal";"Paquistão";51051;3,925;0,099
"2018";"Sal";"Paraguai";4794062;5609,444;9,26
"2018";"Sal";"Peru";3018044;686,966;5,83
"2018";"Sal";"Polônia";11;0,015;0
"2018";"Sal";"Portugal";2258;0,341;0,004
"2018";"Sal";"Provisão de Navios e Aeronaves";19;0,025;0
"2018";"Sal";"Reino Unido";54584;34,265;0,105
"2018";"Sal";"República Dominicana";4844;10,084;0,009
"2018";"Sal";"Romênia";5;0,01;0
"2018";"Sal";"Síria";20970;36,75;0,041
"2018";"Sal";"Suécia";547683;1225;1,058
"2018";"Sal";"Suíça";5580;0,325;0,011
"2018";"Sal";"Suriname";810;2,646;0,002
"2018";"Sal";"Tailândia";8107;9,259;0,016
"2018";"Sal";"Taiwan (Formosa)";4;0,01;0
"2018";"Sal";"Tunísia";33;0,036;0
"2018";"Sal";"Turquia";208;0,335;0
"2018";"Sal";"Uruguai";2189499;8465,787;4,229
"2018";"Sal";"Venezuela";60760;22,246;0,117
"2018";"Sal";"Vietnã";114;0,005;0
"2018";"Sal";"Zâmbia";159176;174,254;0,307
"2016";"Selênio";"Alemanha";82760;4,8;80,986
"2016";"Selênio";"Chile";10583;0,45;10,356
"2016";"Selênio";"México";8847;0,5;8,657
"2017";"Selênio";"Alemanha";67741;3,5;46,203
"2017";"Selênio";"Argentina";10200;0,25;6,957
"2017";"Selênio";"Hong Kong";13898;0,788;9,479
"2017";"Selênio";"Uruguai";58;0;0,04
"2017";"Selênio";"Venezuela";54718;1,675;37,321
"2018";"Selênio";"Chile";10797;0,2;6,526
"2018";"Selênio";"Índia";154650;4;93,474
"2016";"Silício";"Afeganistão";4570;0,411;0,001
"2016";"Silício";"África do Sul";4078743;5558,604;0,455
"2016";"Silício";"Alemanha";65670168;41114,898;7,327
"2016";"Silício";"Angola";714696;566,921;0,08
"2016";"Silício";"Antilhas Holandesas";6546;0,514;0,001
"2016";"Silício";"Arábia Saudita";1299589;1222,672;0,145
"2016";"Silício";"Argélia";22548;16,325;0,003
"2016";"Silício";"Argentina";121005789;112814,454;13,501
"2016";"Silício";"Armênia";46;0,002;0
"2016";"Silício";"Aruba";4255;1,018;0
"2016";"Silício";"Austrália";1197141;1267,977;0,134
"2016";"Silício";"Áustria";109759;76,619;0,012
"2016";"Silício";"Azerbaijão";76201;50,117;0,009
"2016";"Silício";"Bahamas";1251;0,021;0
"2016";"Silício";"Bangladesh";46110;25,566;0,005
"2016";"Silício";"Barbados";517203;925,838;0,058
"2016";"Silício";"Barein";28200;20,625;0,003
"2016";"Silício";"Belarus";26719;0,499;0,003
"2016";"Silício";"Bélgica";9240902;8695,637;1,031
"2016";"Silício";"Belize";403;0,011;0
"2016";"Silício";"Bermudas";49;0,003;0
"2016";"Silício";"Bolívia";11294267;17317,977;1,26
"2016";"Silício";"Botsuana";50012;32,006;0,006
"2016";"Silício";"Bulgária";27751;24,015;0,003
"2016";"Silício";"Burkina Faso";1671;0,06;0
"2016";"Silício";"Cabo Verde";84;0,001;0
"2016";"Silício";"Camarões";42762;36,496;0,005
"2016";"Silício";"Canadá";11336919;11285,767;1,265
"2016";"Silício";"Catar";214566;220,801;0,024
"2016";"Silício";"Cazaquistão";2968;0,003;0
"2016";"Silício";"Chile";12420919;14262,964;1,386
"2016";"Silício";"China";1542303;175,448;0,172
"2016";"Silício";"Chipre";66958;53,696;0,007
"2016";"Silício";"Cingapura";98473;33,738;0,011
"2016";"Silício";"Cocos (Keeling), Ilhas";2180;0,034;0
"2016";"Silício";"Colômbia";26490884;30043,037;2,956
"2016";"Silício";"Congo";47621;35,005;0,005
"2016";"Silício";"Congo, República Democrática";29136;20,191;0,003
"2016";"Silício";"Coreia do Sul";1260274;698,453;0,141
"2016";"Silício";"Costa do Marfim";84754;119,068;0,009
"2016";"Silício";"Costa Rica";3790416;9274,395;0,423
"2016";"Silício";"Coveite (Kuweit)";441903;549,713;0,049
"2016";"Silício";"Croácia";3856226;2500;0,43
"2016";"Silício";"Cuba";290845;89,881;0,032
"2016";"Silício";"Curaçao";8501;0,623;0,001
"2016";"Silício";"Dinamarca";15207;11,813;0,002
"2016";"Silício";"Egito";2763034;1676,549;0,308
"2016";"Silício";"El Salvador";425038;857,201;0,047
"2016";"Silício";"Emirados Árabes Unidos";3331543;2949,472;0,372
"2016";"Silício";"Equador";2487716;1848,123;0,278
"2016";"Silício";"Eslovênia";1885728;1241,443;0,21
"2016";"Silício";"Espanha";6916578;6778,712;0,772
"2016";"Silício";"Estados Unidos";259836687;143920,186;28,991
"2016";"Silício";"Estônia";51;0,003;0
"2016";"Silício";"Etiópia";12705;8,758;0,001
"2016";"Silício";"Fiji";11299;7,519;0,001
"2016";"Silício";"Filipinas";101804;80,915;0,011
"2016";"Silício";"Finlândia";67304;63,346;0,008
"2016";"Silício";"França";6459169;3263,692;0,721
"2016";"Silício";"Gabão";62316;42,698;0,007
"2016";"Silício";"Gana";452364;1038,324;0,05
"2016";"Silício";"Granada";1725;0,304;0
"2016";"Silício";"Grécia";403032;442,657;0,045
"2016";"Silício";"Groenlândia";34;0;0
"2016";"Silício";"Guadalupe";21;0,022;0
"2016";"Silício";"Guatemala";3303704;6070,864;0,369
"2016";"Silício";"Guiana";80015;126,197;0,009
"2016";"Silício";"Guiana Francesa";766;0,026;0
"2016";"Silício";"Guiné Equatorial";20113;11,715;0,002
"2016";"Silício";"Haiti";22819;5,404;0,003
"2016";"Silício";"Honduras";691592;1477,209;0,077
"2016";"Silício";"Hong Kong";112866;29,734;0,013
"2016";"Silício";"Hungria";94757;105,738;0,011
"2016";"Silício";"Iêmen";16247;11,806;0,002
"2016";"Silício";"Índia";3670942;4362,014;0,41
"2016";"Silício";"Indonésia";3069903;1843,891;0,343
"2016";"Silício";"Irã";51118;50,303;0,006
"2016";"Silício";"Iraque";524;0,003;0
"2016";"Silício";"Irlanda";48720;20,579;0,005
"2016";"Silício";"Islândia";38705;11,031;0,004
"2016";"Silício";"Israel";759031;620,383;0,085
"2016";"Silício";"Itália";11976120;11981,379;1,336
"2016";"Silício";"Jamaica";129849;56,554;0,014
"2016";"Silício";"Japão";92262822;49163,06;10,294
"2016";"Silício";"Jordânia";405768;425,79;0,045
"2016";"Silício";"Letônia";559;0,113;0
"2016";"Silício";"Líbano";334516;524,217;0,037
"2016";"Silício";"Libéria";7222;6,315;0,001
"2016";"Silício";"Líbia";19;0,001;0
"2016";"Silício";"Lituânia";2935;0,082;0
"2016";"Silício";"Luxemburgo";10000;27;0,001
"2016";"Silício";"Madagascar";8542;6,809;0,001
"2016";"Silício";"Malásia";4872;0,034;0,001
"2016";"Silício";"Malta";23950;14,898;0,003
"2016";"Silício";"Marrocos";1137779;3132,987;0,127
"2016";"Silício";"Martinica";14338;25,48;0,002
"2016";"Silício";"Maurício";12994;5,724;0,001
"2016";"Silício";"Mauritânia";400;0,021;0
"2016";"Silício";"México";40304245;43968,488;4,497
"2016";"Silício";"Mianmar";22550;25;0,003
"2016";"Silício";"Moçambique";145986;114,758;0,016
"2016";"Silício";"Moldávia";30;0;0
"2016";"Silício";"Montenegro";21652;15,03;0,002
"2016";"Silício";"Namíbia";52;0,001;0
"2016";"Silício";"Nepal";60;0,01;0
"2016";"Silício";"Nicarágua";113465;66,026;0,013
"2016";"Silício";"Nigéria";1201462;242,625;0,134
"2016";"Silício";"Noruega";1376945;1139,376;0,154
"2016";"Silício";"Nova Caledônia";11217;6,796;0,001
"2016";"Silício";"Nova Zelândia";40536;74,772;0,005
"2016";"Silício";"Omã";11520;10,304;0,001
"2016";"Silício";"Países Baixos (Holanda)";34068045;23731,555;3,801
"2016";"Silício";"Palestina";200;0,02;0
"2016";"Silício";"Panamá";1330206;1845,804;0,148
"2016";"Silício";"Papua Nova Guiné";2166;0,056;0
"2016";"Silício";"Paquistão";53192;48,863;0,006
"2016";"Silício";"Paraguai";12282416;19028,396;1,37
"2016";"Silício";"Peru";9082569;12467,137;1,013
"2016";"Silício";"Polinésia Francesa";3966;0,188;0
"2016";"Silício";"Polônia";15237139;12158,538;1,7
"2016";"Silício";"Porto Rico";140960;291,648;0,016
"2016";"Silício";"Portugal";1836845;2581,243;0,205
"2016";"Silício";"Quênia";77992;56,404;0,009
"2016";"Silício";"Reino Unido";66257388;31416,775;7,393
"2016";"Silício";"República Dominicana";2415226;5065,644;0,269
"2016";"Silício";"Reunião";1407;0,09;0
"2016";"Silício";"Romênia";938373;657,8;0,105
"2016";"Silício";"Ruanda";17;0;0
"2016";"Silício";"Rússia";903984;593,844;0,101
"2016";"Silício";"Santa Lúcia";4994;2,549;0,001
"2016";"Silício";"São Cristóvão e Névis";188;0,016;0
"2016";"Silício";"Seicheles";108;0,5;0
"2016";"Silício";"Senegal";22268;52,144;0,002
"2016";"Silício";"Sérvia";12308;9,82;0,001
"2016";"Silício";"Sri Lanka";12241;6,197;0,001
"2016";"Silício";"Sudão";64437;17,194;0,007
"2016";"Silício";"Suécia";322851;323,801;0,036
"2016";"Silício";"Suíça";616878;329,57;0,069
"2016";"Silício";"Suriname";73293;47,204;0,008
"2016";"Silício";"Tailândia";9902502;4895,947;1,105
"2016";"Silício";"Taiwan (Formosa)";3677086;3325,969;0,41
"2016";"Silício";"Tanzânia";63114;37,934;0,007
"2016";"Silício";"Tcheca, República";59977;96;0,007
"2016";"Silício";"Trinidad e Tobago";131104;51,391;0,015
"2016";"Silício";"Tunísia";120580;120,929;0,013
"2016";"Silício";"Turcas e Caicos, Ilhas";4308;2,389;0
"2016";"Silício";"Turquia";2494891;2867,817;0,278
"2016";"Silício";"Ucrânia";10064;3,57;0,001
"2016";"Silício";"Uganda";188;0,04;0
"2016";"Silício";"Uruguai";8014313;15144,503;0,894
"2016";"Silício";"Venezuela";1428305;1001,214;0,159
"2016";"Silício";"Vietnã";344641;137,486;0,038
"2016";"Silício";"Zâmbia";4480;0,637;0
"2016";"Silício";"Zimbábue";1416;0,2;0
"2017";"Silício";"Afeganistão";3661;0,328;0
"2017";"Silício";"África do Sul";3553153;4401,878;0,412
"2017";"Silício";"Albânia";25069;20,451;0,003
"2017";"Silício";"Alemanha";50290782;26330,172;5,83
"2017";"Silício";"Angola";2842691;5280,94;0,33
"2017";"Silício";"Antígua e Barbuda";103;0,084;0
"2017";"Silício";"Antilhas Holandesas";13382;1,61;0,002
"2017";"Silício";"Arábia Saudita";306760;277,988;0,036
"2017";"Silício";"Argélia";262188;648,749;0,03
"2017";"Silício";"Argentina";143730827;151571,137;16,663
"2017";"Silício";"Aruba";2097;0,078;0
"2017";"Silício";"Austrália";2002511;1352,368;0,232
"2017";"Silício";"Áustria";37173;37,949;0,004
"2017";"Silício";"Azerbaijão";4579;0,234;0,001
"2017";"Silício";"Bahamas";3531;1,262;0
"2017";"Silício";"Bangladesh";9135;15;0,001
"2017";"Silício";"Barbados";64759;21,436;0,008
"2017";"Silício";"Barein";1109773;1700,305;0,129
"2017";"Silício";"Belarus";17911;0,446;0,002
"2017";"Silício";"Bélgica";10374447;7310,794;1,203
"2017";"Silício";"Belize";22250;2,429;0,003
"2017";"Silício";"Bermudas";15;0,001;0
"2017";"Silício";"Bolívia";10042467;16970,532;1,164
"2017";"Silício";"Bósnia-Herzegovina";24513;33,696;0,003
"2017";"Silício";"Botsuana";123048;87,288;0,014
"2017";"Silício";"Bulgária";58636;55,289;0,007
"2017";"Silício";"Burkina Faso";12123;1,733;0,001
"2017";"Silício";"Cabo Verde";12410;8,067;0,001
"2017";"Silício";"Camarões";9807;0,904;0,001
"2017";"Silício";"Canadá";6688929;4417,6;0,775
"2017";"Silício";"Catar";846527;1090,977;0,098
"2017";"Silício";"Cazaquistão";1020;0,144;0
"2017";"Silício";"Chile";13713299;14544,667;1,59
"2017";"Silício";"China";537676;148,054;0,062
"2017";"Silício";"Chipre";37488;26,019;0,004
"2017";"Silício";"Cingapura";66188;28,94;0,008
"2017";"Silício";"Colômbia";28120376;36918,985;3,26
"2017";"Silício";"Congo";24101;35,2;0,003
"2017";"Silício";"Coreia do Norte";1235;0,052;0
"2017";"Silício";"Coreia do Sul";4636334;2571,575;0,537
"2017";"Silício";"Costa do Marfim";209473;434,513;0,024
"2017";"Silício";"Costa Rica";2991021;4666,201;0,347
"2017";"Silício";"Coveite (Kuweit)";143979;113,154;0,017
"2017";"Silício";"Croácia";1814251;1220,857;0,21
"2017";"Silício";"Cuba";76581;12,323;0,009
"2017";"Silício";"Curaçao";14243;4,21;0,002
"2017";"Silício";"Dinamarca";580;0,007;0
"2017";"Silício";"Dominica";108;0,09;0
"2017";"Silício";"Egito";20226;2,432;0,002
"2017";"Silício";"El Salvador";261390;386,077;0,03
"2017";"Silício";"Emirados Árabes Unidos";614415;873,736;0,071
"2017";"Silício";"Equador";3488306;4700,572;0,404
"2017";"Silício";"Eslováquia";194;0;0
"2017";"Silício";"Eslovênia";169552;201,082;0,02
"2017";"Silício";"Espanha";1787248;1560,633;0,207
"2017";"Silício";"Estados Unidos";214405141;107519,702;24,856
"2017";"Silício";"Estônia";6818;0,086;0,001
"2017";"Silício";"Etiópia";87522;61,967;0,01
"2017";"Silício";"Fiji";10331;7,355;0,001
"2017";"Silício";"Filipinas";53783;38,423;0,006
"2017";"Silício";"Finlândia";28219;10,407;0,003
"2017";"Silício";"França";9212227;3845,281;1,068
"2017";"Silício";"Gabão";1;0,002;0
"2017";"Silício";"Gâmbia";7939;0,081;0,001
"2017";"Silício";"Gana";436727;1204,968;0,051
"2017";"Silício";"Geórgia";551;0;0
"2017";"Silício";"Granada";15250;2,531;0,002
"2017";"Silício";"Grécia";160334;230,046;0,019
"2017";"Silício";"Guadalupe";320;0,29;0
"2017";"Silício";"Guatemala";1486330;1605,391;0,172
"2017";"Silício";"Guiana";49220;134,667;0,006
"2017";"Silício";"Guiana Francesa";73;0,101;0
"2017";"Silício";"Guiné";89;0,002;0
"2017";"Silício";"Guiné Equatorial";19075;12,036;0,002
"2017";"Silício";"Haiti";57891;18,397;0,007
"2017";"Silício";"Honduras";609816;992,287;0,071
"2017";"Silício";"Hong Kong";64360;16,335;0,007
"2017";"Silício";"Hungria";20283;22,305;0,002
"2017";"Silício";"Índia";6636576;5879,59;0,769
"2017";"Silício";"Indonésia";5433414;3310,723;0,63
"2017";"Silício";"Irã";19315;12,819;0,002
"2017";"Silício";"Iraque";2;0,011;0
"2017";"Silício";"Irlanda";49502;1,909;0,006
"2017";"Silício";"Islândia";153251;72,012;0,018
"2017";"Silício";"Israel";390546;264,94;0,045
"2017";"Silício";"Itália";20890976;17156,195;2,422
"2017";"Silício";"Jamaica";102435;37,723;0,012
"2017";"Silício";"Japão";100984292;55734,478;11,707
"2017";"Silício";"Johnston, Ilhas";4439;0,488;0,001
"2017";"Silício";"Jordânia";191082;322,021;0,022
"2017";"Silício";"Letônia";12445;20,014;0,001
"2017";"Silício";"Líbano";194813;308,442;0,023
"2017";"Silício";"Libéria";8845;6,498;0,001
"2017";"Silício";"Lituânia";21482;17,487;0,002
"2017";"Silício";"Luxemburgo";160845;268;0,019
"2017";"Silício";"Madagascar";60978;49,089;0,007
"2017";"Silício";"Malásia";3527;0,115;0
"2017";"Silício";"Malta";44384;27,801;0,005
"2017";"Silício";"Marrocos";223208;705,779;0,026
"2017";"Silício";"Martinica";488;0,104;0
"2017";"Silício";"Maurício";10299;26,353;0,001
"2017";"Silício";"México";33676952;22649,693;3,904
"2017";"Silício";"Mianmar";1810;0,086;0
"2017";"Silício";"Moçambique";182198;151,68;0,021
"2017";"Silício";"Moldávia";165;0,004;0
"2017";"Silício";"Mongólia";209;0,001;0
"2017";"Silício";"Montenegro";40731;31,957;0,005
"2017";"Silício";"Namíbia";434;0,038;0
"2017";"Silício";"Nicarágua";35145;4,875;0,004
"2017";"Silício";"Nigéria";19808;2,442;0,002
"2017";"Silício";"Noruega";4156259;3091,781;0,482
"2017";"Silício";"Nova Caledônia";10765;5,75;0,001
"2017";"Silício";"Nova Zelândia";18638;4,047;0,002
"2017";"Silício";"Omã";10395;10,085;0,001
