"CO_ANO";"SUBSTANCIA";"NO_PAIS";"EX_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2016";"Bauxita";"Guiana Francesa";306;0,027;0
"2016";"Bauxita";"Guiné-Bissau";510;0,004;0
"2016";"Bauxita";"Guiné Equatorial";40203;4,174;0,001
"2016";"Bauxita";"Haiti";14901;1,339;0
"2016";"Bauxita";"Honduras";703981;62,714;0,019
"2016";"Bauxita";"Hong Kong";7920948;573,071;0,209
"2016";"Bauxita";"Hungria";92500;15,679;0,002
"2016";"Bauxita";"Iêmen";331;0,006;0
"2016";"Bauxita";"Índia";10767986;145282,148;0,284
"2016";"Bauxita";"Indonésia";1344242;918,594;0,035
"2016";"Bauxita";"Irã";60795;5,11;0,002
"2016";"Bauxita";"Iraque";603;0,003;0
"2016";"Bauxita";"Irlanda";32413505;1263136,098;0,856
"2016";"Bauxita";"Islândia";81111187;345726,75;2,142
"2016";"Bauxita";"Israel";594851;455,337;0,016
"2016";"Bauxita";"Itália";17944779;11729,79;0,474
"2016";"Bauxita";"Jamaica";7434;0,589;0
"2016";"Bauxita";"Japão";316577677;603602,993;8,359
"2016";"Bauxita";"Jordânia";58165;14,913;0,002
"2016";"Bauxita";"Laos";1748;0,143;0
"2016";"Bauxita";"Letônia";11876367;50318,323;0,314
"2016";"Bauxita";"Líbano";112739;10,551;0,003
"2016";"Bauxita";"Líbia";41700;4,039;0,001
"2016";"Bauxita";"Lituânia";539774;94,917;0,014
"2016";"Bauxita";"Luxemburgo";50053;86,759;0,001
"2016";"Bauxita";"Macedônia";1006;0,002;0
"2016";"Bauxita";"Madagascar";45166;4,034;0,001
"2016";"Bauxita";"Malásia";334319;208,986;0,009
"2016";"Bauxita";"Malavi";0;0;0
"2016";"Bauxita";"Malta";4694;0,027;0
"2016";"Bauxita";"Marrocos";18427;2,506;0
"2016";"Bauxita";"Maurício";371;0,007;0
"2016";"Bauxita";"Mauritânia";20720;0,982;0,001
"2016";"Bauxita";"México";107238902;68872,326;2,832
"2016";"Bauxita";"Mianmar";161;0,002;0
"2016";"Bauxita";"Moçambique";10861;0,998;0
"2016";"Bauxita";"Moldávia";4360;0,034;0
"2016";"Bauxita";"Montenegro";8632854;5452,702;0,228
"2016";"Bauxita";"Nicarágua";835336;127,126;0,022
"2016";"Bauxita";"Nigéria";23198983;9505,764;0,613
"2016";"Bauxita";"Noruega";520258859;2001676,123;13,737
"2016";"Bauxita";"Nova Caledônia";3221;0,295;0
"2016";"Bauxita";"Nova Zelândia";240738;49,063;0,006
"2016";"Bauxita";"Omã";8851516;26865,17;0,234
"2016";"Bauxita";"Países Baixos (Holanda)";102088673;92157,764;2,696
"2016";"Bauxita";"Panamá";1682005;625,435;0,044
"2016";"Bauxita";"Papua Nova Guiné";89875;7,711;0,002
"2016";"Bauxita";"Paquistão";202620;61,159;0,005
"2016";"Bauxita";"Paraguai";53374738;12759,041;1,409
"2016";"Bauxita";"Peru";7847916;2487,78;0,207
"2016";"Bauxita";"Polinésia Francesa";13710;2,321;0
"2016";"Bauxita";"Polônia";832116;598,886;0,022
"2016";"Bauxita";"Porto Rico";202834;21,365;0,005
"2016";"Bauxita";"Portugal";933028;104,52;0,025
"2016";"Bauxita";"Quênia";69784;8,174;0,002
"2016";"Bauxita";"Reino Unido";1904647;580,194;0,05
"2016";"Bauxita";"República Dominicana";459167;42,852;0,012
"2016";"Bauxita";"Romênia";9807;0,294;0
"2016";"Bauxita";"Rússia";81008358;332587,334;2,139
"2016";"Bauxita";"Samoa Americana";702;0,031;0
"2016";"Bauxita";"Santa Helena";1577;0,134;0
"2016";"Bauxita";"Santa Lúcia";3488;0,322;0
"2016";"Bauxita";"Seicheles";14092;1,525;0
"2016";"Bauxita";"Senegal";19973;2,089;0,001
"2016";"Bauxita";"Sérvia";2942;0,198;0
"2016";"Bauxita";"Sri Lanka";2112873;579,705;0,056
"2016";"Bauxita";"Sudão";1449;0,025;0
"2016";"Bauxita";"Suécia";35900;1,499;0,001
"2016";"Bauxita";"Suíça";25310744;16003,184;0,668
"2016";"Bauxita";"Suriname";7872;0,949;0
"2016";"Bauxita";"Tailândia";1237047;927,797;0,033
"2016";"Bauxita";"Taiwan (Formosa)";5759320;5586,574;0,152
"2016";"Bauxita";"Tanzânia";1460;0,036;0
"2016";"Bauxita";"Tcheca, República";94727;29,697;0,003
"2016";"Bauxita";"Tonga";2613;0,202;0
"2016";"Bauxita";"Trinidad e Tobago";523344;441,955;0,014
"2016";"Bauxita";"Tunísia";318344;122,895;0,008
"2016";"Bauxita";"Turcomenistão";4480;0,38;0
"2016";"Bauxita";"Turquia";1399877;348,986;0,037
"2016";"Bauxita";"Ucrânia";1358843;36298,384;0,036
"2016";"Bauxita";"Uruguai";10640526;13559,283;0,281
"2016";"Bauxita";"Vanuatu";2938;0,272;0
"2016";"Bauxita";"Venezuela";4271397;1131,986;0,113
"2016";"Bauxita";"Vietnã";220156;91,678;0,006
"2016";"Bauxita";"Zimbábue";293;0,007;0
"2017";"Bauxita";"África do Sul";54307089;146729,685;1,303
"2017";"Bauxita";"Alemanha";41144726;112925,586;0,987
"2017";"Bauxita";"Angola";10967715;3697,557;0,263
"2017";"Bauxita";"Anguilla";467;0,014;0
"2017";"Bauxita";"Antilhas Holandesas";21;0,002;0
"2017";"Bauxita";"Arábia Saudita";6960657;17689,884;0,167
"2017";"Bauxita";"Argélia";90344;2,482;0,002
"2017";"Bauxita";"Argentina";295956712;513131,976;7,099
"2017";"Bauxita";"Armênia";70;0,01;0
"2017";"Bauxita";"Aruba";145;0,005;0
"2017";"Bauxita";"Austrália";953686;223,237;0,023
"2017";"Bauxita";"Áustria";226105;312,08;0,005
"2017";"Bauxita";"Azerbaijão";116;0;0
"2017";"Bauxita";"Bahamas";2653;0,26;0
"2017";"Bauxita";"Bangladesh";35433;105,504;0,001
"2017";"Bauxita";"Barbados";4677;0,289;0
"2017";"Bauxita";"Barein";41525945;143427,336;0,996
"2017";"Bauxita";"Belarus";56640;48;0,001
"2017";"Bauxita";"Bélgica";6535036;4204,607;0,157
"2017";"Bauxita";"Belize";344;0,009;0
"2017";"Bauxita";"Bolívia";11978970;5684,96;0,287
"2017";"Bauxita";"Bonaire, Saint Eustatius e Saba";15937;1,853;0
"2017";"Bauxita";"Bósnia-Herzegovina";237;0,013;0
"2017";"Bauxita";"Botsuana";65;0,047;0
"2017";"Bauxita";"Brunei";46767;3,541;0,001
"2017";"Bauxita";"Bulgária";595;0,036;0
"2017";"Bauxita";"Burkina Faso";55;0,012;0
"2017";"Bauxita";"Cabo Verde";542;0,072;0
"2017";"Bauxita";"Camarões";45873642;153353,252;1,1
"2017";"Bauxita";"Camboja";1486;0,216;0
"2017";"Bauxita";"Canadá";1103952549;5413736,635;26,48
"2017";"Bauxita";"Catar";151531584;549383,645;3,635
"2017";"Bauxita";"Cayman, Ilhas";10601;0,127;0
"2017";"Bauxita";"Cazaquistão";3688;0,269;0
"2017";"Bauxita";"Chile";61979281;22533,812;1,487
"2017";"Bauxita";"China";106268637;3481989,161;2,549
"2017";"Bauxita";"Cingapura";2870950;71,316;0,069
"2017";"Bauxita";"Colômbia";53373847;22059,738;1,28
"2017";"Bauxita";"Congo, República Democrática";30055;2,45;0,001
"2017";"Bauxita";"Coreia do Sul";3017854;3012,206;0,072
"2017";"Bauxita";"Costa do Marfim";10631;1,085;0
"2017";"Bauxita";"Costa Rica";889420;103,472;0,021
"2017";"Bauxita";"Coveite (Kuweit)";176743;55,197;0,004
"2017";"Bauxita";"Cuba";226880;20,309;0,005
"2017";"Bauxita";"Curaçao";1853;0,057;0
"2017";"Bauxita";"Dinamarca";172972;436,249;0,004
"2017";"Bauxita";"Dominica";3116;0,418;0
"2017";"Bauxita";"Egito";19235345;67349,704;0,461
"2017";"Bauxita";"El Salvador";461027;77,074;0,011
"2017";"Bauxita";"Emirados Árabes Unidos";130727475;392165,258;3,136
"2017";"Bauxita";"Equador";6139403;1191,974;0,147
"2017";"Bauxita";"Eslováquia";3635;0,082;0
"2017";"Bauxita";"Eslovênia";55299;9,059;0,001
"2017";"Bauxita";"Espanha";12580428;393139,024;0,302
"2017";"Bauxita";"Estados Unidos";423366388;1610150,732;10,155
"2017";"Bauxita";"Estônia";370;0,003;0
"2017";"Bauxita";"Etiópia";44401;3,947;0,001
"2017";"Bauxita";"Fiji";10734;1,102;0
"2017";"Bauxita";"Filipinas";871023;2465,385;0,021
"2017";"Bauxita";"Finlândia";3105822;1901,516;0,074
"2017";"Bauxita";"França";1506118;165,573;0,036
"2017";"Bauxita";"Gabão";103980;12,894;0,002
"2017";"Bauxita";"Gana";302650;30,097;0,007
"2017";"Bauxita";"Geórgia";5431;0,324;0
"2017";"Bauxita";"Grécia";8283808;273265,987;0,199
"2017";"Bauxita";"Guadalupe";189;0,016;0
"2017";"Bauxita";"Guam";1069;0,084;0
"2017";"Bauxita";"Guatemala";1018992;96,144;0,024
"2017";"Bauxita";"Guiana";2230;0,368;0
"2017";"Bauxita";"Guiné Equatorial";389;0,042;0
"2017";"Bauxita";"Haiti";4090;0,446;0
"2017";"Bauxita";"Honduras";769864;58,425;0,018
"2017";"Bauxita";"Hong Kong";10045844;971,77;0,241
"2017";"Bauxita";"Hungria";49156;3,256;0,001
"2017";"Bauxita";"Iêmen";48;0,001;0
"2017";"Bauxita";"Índia";23272505;273713,181;0,558
"2017";"Bauxita";"Indonésia";350377;103,385;0,008
"2017";"Bauxita";"Irã";451943;156,033;0,011
"2017";"Bauxita";"Iraque";11014;0,726;0
"2017";"Bauxita";"Irlanda";37047582;1337987,459;0,889
"2017";"Bauxita";"Islândia";231869474;800465,72;5,562
"2017";"Bauxita";"Israel";432524;331,268;0,01
"2017";"Bauxita";"Itália";6470857;4065,379;0,155
"2017";"Bauxita";"Jamaica";11337;1,007;0
"2017";"Bauxita";"Japão";350495488;553795,427;8,407
"2017";"Bauxita";"Jordânia";46426;10,501;0,001
"2017";"Bauxita";"Laos";3504;0,316;0
"2017";"Bauxita";"Letônia";143;0,007;0
"2017";"Bauxita";"Líbano";252659;19,778;0,006
"2017";"Bauxita";"Libéria";18;0,025;0
"2017";"Bauxita";"Líbia";458;0,019;0
"2017";"Bauxita";"Lituânia";3882;0,193;0
"2017";"Bauxita";"Luxemburgo";286338;122,22;0,007
"2017";"Bauxita";"Macau";513;0,01;0
"2017";"Bauxita";"Madagascar";64437;6,94;0,002
"2017";"Bauxita";"Malásia";315524;209,417;0,008
"2017";"Bauxita";"Malavi";140;0,001;0
"2017";"Bauxita";"Mali";71495;0,071;0,002
"2017";"Bauxita";"Malta";1127;0,019;0
"2017";"Bauxita";"Marrocos";6975;0,112;0
"2017";"Bauxita";"Maurício";518;0,006;0
"2017";"Bauxita";"Mauritânia";11707;0;0
"2017";"Bauxita";"México";90241561;69587,084;2,165
"2017";"Bauxita";"Moçambique";294604;45,411;0,007
"2017";"Bauxita";"Montenegro";598;0;0
"2017";"Bauxita";"Namíbia";203;0,002;0
"2017";"Bauxita";"Nepal";2795;0,016;0
"2017";"Bauxita";"Nicarágua";792634;100,485;0,019
"2017";"Bauxita";"Nigéria";38161381;14073,74;0,915
"2017";"Bauxita";"Noruega";563080416;2054917,94;13,506
"2017";"Bauxita";"Nova Caledônia";3765;0,364;0
"2017";"Bauxita";"Nova Zelândia";449918;102,566;0,011
"2017";"Bauxita";"Omã";6479621;18512,28;0,155
"2017";"Bauxita";"Pacífico, Ilhas do (EUA)";1723;0,08;0
"2017";"Bauxita";"Países Baixos (Holanda)";32574252;17203,323;0,781
"2017";"Bauxita";"Palestina";16;0,001;0
"2017";"Bauxita";"Panamá";16482536;5483,921;0,395
"2017";"Bauxita";"Papua Nova Guiné";113234;11,098;0,003
"2017";"Bauxita";"Paquistão";101406;15,25;0,002
"2017";"Bauxita";"Paraguai";60585677;13835,063;1,453
"2017";"Bauxita";"Peru";7880702;3298,659;0,189
"2017";"Bauxita";"Polinésia Francesa";14310;2,458;0
"2017";"Bauxita";"Polônia";896507;722,888;0,022
"2017";"Bauxita";"Porto Rico";25715;2,047;0,001
"2017";"Bauxita";"Portugal";423558;91,143;0,01
"2017";"Bauxita";"Quênia";120617;13,591;0,003
"2017";"Bauxita";"Reino Unido";2857678;1062,218;0,069
"2017";"Bauxita";"República Dominicana";489772;44,758;0,012
"2017";"Bauxita";"Romênia";531505;122,783;0,013
"2017";"Bauxita";"Rússia";35947873;130123,899;0,862
"2017";"Bauxita";"Salomão, Ilhas";3027;0,266;0
"2017";"Bauxita";"Samoa";5783;0,607;0
"2017";"Bauxita";"Santa Helena";9725;0,869;0
"2017";"Bauxita";"São Vicente e Granadinas";290;0,002;0
"2017";"Bauxita";"Seicheles";13937;1,748;0
"2017";"Bauxita";"Senegal";9093;0,754;0
"2017";"Bauxita";"Sérvia";487;0,007;0
"2017";"Bauxita";"Sri Lanka";1184392;315,114;0,028
"2017";"Bauxita";"Sudão";1656;0,116;0
"2017";"Bauxita";"Suécia";123265;18,393;0,003
"2017";"Bauxita";"Suíça";155996;14,21;0,004
"2017";"Bauxita";"Suriname";86393;9,214;0,002
"2017";"Bauxita";"Tailândia";429005;145,778;0,01
"2017";"Bauxita";"Taiwan (Formosa)";1505525;2054,954;0,036
"2017";"Bauxita";"Tanzânia";450;0,019;0
"2017";"Bauxita";"Tcheca, República";18782;1,066;0
"2017";"Bauxita";"Tonga";709;0,045;0
"2017";"Bauxita";"Trinidad e Tobago";533481;618,923;0,013
"2017";"Bauxita";"Tunísia";4605665;1753,37;0,11
"2017";"Bauxita";"Turquia";181557;146,291;0,004
"2017";"Bauxita";"Ucrânia";11417110;464131,226;0,274
"2017";"Bauxita";"Uruguai";15038326;16310,244;0,361
"2017";"Bauxita";"Vanuatu";8085;0,773;0
"2017";"Bauxita";"Vaticano";2278;0,064;0
"2017";"Bauxita";"Venezuela";3458505;10099,813;0,083
"2017";"Bauxita";"Vietnã";233586;50,437;0,006
"2017";"Bauxita";"Virgens, Ilhas (Britânicas)";54;0,009;0
"2017";"Bauxita";"Zimbábue";173;0,002;0
"2018";"Bauxita";"África do Sul";1589898;625,328;0,039
"2018";"Bauxita";"Alemanha";41868272;62450,139;1,032
"2018";"Bauxita";"Angola";1206666;364,335;0,03
"2018";"Bauxita";"Antígua e Barbuda";3900;0,046;0
"2018";"Bauxita";"Arábia Saudita";18898535;39170,099;0,466
"2018";"Bauxita";"Argélia";48634;0,977;0,001
"2018";"Bauxita";"Argentina";373853221;470829,805;9,214
"2018";"Bauxita";"Armênia";16994;1,573;0
"2018";"Bauxita";"Austrália";692706;145,099;0,017
"2018";"Bauxita";"Áustria";102950;65,877;0,003
"2018";"Bauxita";"Azerbaijão";38;0;0
"2018";"Bauxita";"Bahamas";4517;0,401;0
"2018";"Bauxita";"Bangladesh";356;0,004;0
"2018";"Bauxita";"Barbados";46710;124,68;0,001
"2018";"Bauxita";"Barein";8281;1,966;0
"2018";"Bauxita";"Belarus";451868;362,359;0,011
"2018";"Bauxita";"Bélgica";5685494;3273,496;0,14
"2018";"Bauxita";"Belize";349;0,014;0
"2018";"Bauxita";"Benin";35398;6,038;0,001
"2018";"Bauxita";"Bolívia";19775848;8991,888;0,487
"2018";"Bauxita";"Bonaire, Saint Eustatius e Saba";24951;3,015;0,001
"2018";"Bauxita";"Botsuana";90;0,012;0
"2018";"Bauxita";"Bulgária";1559;0,098;0
"2018";"Bauxita";"Burkina Faso";914;0,038;0
"2018";"Bauxita";"Cabo Verde";4374;0,275;0
"2018";"Bauxita";"Camarões";42811909;102545,307;1,055
"2018";"Bauxita";"Camboja";4566;0,287;0
"2018";"Bauxita";"Canadá";1239194619;5143516,103;30,54
"2018";"Bauxita";"Catar";30804981;104522,38;0,759
"2018";"Bauxita";"Cayman, Ilhas";120362;30,287;0,003
"2018";"Bauxita";"Cazaquistão";197;0,003;0
"2018";"Bauxita";"Chile";60385357;21397,654;1,488
"2018";"Bauxita";"China";62465491;2211198,993;1,539
"2018";"Bauxita";"Chipre";2026;0,018;0
"2018";"Bauxita";"Cingapura";2099998;40,006;0,052
"2018";"Bauxita";"Colômbia";39804373;20889,489;0,981
"2018";"Bauxita";"Congo";18832;1,768;0
"2018";"Bauxita";"Congo, República Democrática";5803;0,501;0
"2018";"Bauxita";"Coreia do Sul";6264363;7606,96;0,154
"2018";"Bauxita";"Costa do Marfim";21002;3,824;0,001
"2018";"Bauxita";"Costa Rica";2879089;682,932;0,071
"2018";"Bauxita";"Coveite (Kuweit)";411095;152,91;0,01
"2018";"Bauxita";"Croácia";1248254;45830,03;0,031
"2018";"Bauxita";"Cuba";1210520;116,152;0,03
"2018";"Bauxita";"Dinamarca";3398447;4221,56;0,084
"2018";"Bauxita";"Egito";428139;1073,883;0,011
"2018";"Bauxita";"El Salvador";295095;23,676;0,007
"2018";"Bauxita";"Emirados Árabes Unidos";16643644;70068,734;0,41
"2018";"Bauxita";"Equador";7150010;1556,685;0,176
"2018";"Bauxita";"Eslováquia";7811;0,293;0
"2018";"Bauxita";"Eslovênia";54211;8,718;0,001
"2018";"Bauxita";"Espanha";8682271;169898,402;0,214
"2018";"Bauxita";"Estados Unidos";714089763;1996418,939;17,599
"2018";"Bauxita";"Etiópia";147689;15,427;0,004
"2018";"Bauxita";"Filipinas";1549474;4746,274;0,038
"2018";"Bauxita";"Finlândia";3006591;1619,754;0,074
"2018";"Bauxita";"França";2195873;202,014;0,054
"2018";"Bauxita";"Gabão";57748;5,663;0,001
"2018";"Bauxita";"Gâmbia";10705;0,898;0
"2018";"Bauxita";"Gana";232926;27,265;0,006
"2018";"Bauxita";"Geórgia";4337862;11000,081;0,107
"2018";"Bauxita";"Grécia";19296350;546090,473;0,476
"2018";"Bauxita";"Guadalupe";183;0,001;0
"2018";"Bauxita";"Guam";174;0,015;0
"2018";"Bauxita";"Guatemala";2591564;576,834;0,064
"2018";"Bauxita";"Guiana";4228;0,575;0
"2018";"Bauxita";"Guiné";1490;0,064;0
"2018";"Bauxita";"Guiné-Bissau";1428;0,054;0
"2018";"Bauxita";"Guiné Equatorial";31204;15,587;0,001
"2018";"Bauxita";"Haiti";11022;0,986;0
"2018";"Bauxita";"Honduras";832654;151,54;0,021
"2018";"Bauxita";"Hong Kong";10102402;261,95;0,249
"2018";"Bauxita";"Hungria";158610;4,828;0,004
"2018";"Bauxita";"Iêmen";37;0,003;0
"2018";"Bauxita";"Índia";29086463;822021,764;0,717
"2018";"Bauxita";"Indonésia";525404;337,059;0,013
"2018";"Bauxita";"Irã";4595;0,017;0
"2018";"Bauxita";"Iraque";25616;2,108;0,001
"2018";"Bauxita";"Irlanda";49518878;1327845,209;1,22
"2018";"Bauxita";"Islândia";162623595;436557,98;4,008
"2018";"Bauxita";"Israel";840741;642,656;0,021
"2018";"Bauxita";"Itália";2504099;1110,314;0,062
"2018";"Bauxita";"Jamaica";31189;2,738;0,001
"2018";"Bauxita";"Japão";249733086;462174,596;6,155
"2018";"Bauxita";"Jordânia";76190;18,202;0,002
"2018";"Bauxita";"Letônia";34647494;99172,1;0,854
"2018";"Bauxita";"Líbano";115869;20,946;0,003
"2018";"Bauxita";"Libéria";1193;0,047;0
"2018";"Bauxita";"Líbia";6593;0,229;0
"2018";"Bauxita";"Lituânia";94967;72,33;0,002
"2018";"Bauxita";"Luxemburgo";149447;76,994;0,004
"2018";"Bauxita";"Madagascar";28516;2,881;0,001
"2018";"Bauxita";"Malásia";168512;65,389;0,004
"2018";"Bauxita";"Mali";25864;0,026;0,001
"2018";"Bauxita";"Malta";318;0,163;0
"2018";"Bauxita";"Marrocos";10076;25,228;0
"2018";"Bauxita";"Marshall, Ilhas";5205;0,255;0
"2018";"Bauxita";"Martinica";1920;0,03;0
"2018";"Bauxita";"Maurício";803;0,027;0
"2018";"Bauxita";"Mauritânia";18452;0;0
"2018";"Bauxita";"México";80664130;68078,64;1,988
"2018";"Bauxita";"Mianmar";2;0;0
"2018";"Bauxita";"Moçambique";212414;29,165;0,005
"2018";"Bauxita";"Montenegro";8894;0,003;0
"2018";"Bauxita";"Namíbia";20;0,056;0
"2018";"Bauxita";"Nicarágua";873394;116,731;0,022
"2018";"Bauxita";"Nigéria";11633387;4021,331;0,287
"2018";"Bauxita";"Niue";8;0;0
"2018";"Bauxita";"Noruega";470269807;1303479,602;11,59
"2018";"Bauxita";"Nova Caledônia";12419;1,15;0
"2018";"Bauxita";"Nova Zelândia";621643;150,249;0,015
"2018";"Bauxita";"Omã";3715048;10586,13;0,092
"2018";"Bauxita";"Países Baixos (Holanda)";922516;279,137;0,023
"2018";"Bauxita";"Palestina";134;0,005;0
"2018";"Bauxita";"Panamá";17941756;5503,201;0,442
"2018";"Bauxita";"Papua Nova Guiné";122213;11,957;0,003
"2018";"Bauxita";"Paquistão";92280;14,453;0,002
"2018";"Bauxita";"Paraguai";62594838;15916,53;1,543
"2018";"Bauxita";"Peru";9301756;6565,984;0,229
"2018";"Bauxita";"Polinésia Francesa";13885;2,302;0
"2018";"Bauxita";"Polônia";1123057;901,108;0,028
"2018";"Bauxita";"Porto Rico";599584;208,366;0,015
"2018";"Bauxita";"Portugal";874021;111,76;0,022
"2018";"Bauxita";"Quênia";254825;33,933;0,006
"2018";"Bauxita";"Quirguistão";40;0;0
"2018";"Bauxita";"Reino Unido";2977408;1042,796;0,073
"2018";"Bauxita";"República Dominicana";294215;53,214;0,007
"2018";"Bauxita";"Romênia";655315;104,359;0,016
"2018";"Bauxita";"Rússia";73091015;221549,919;1,801
"2018";"Bauxita";"Samoa";3828;0,387;0
"2018";"Bauxita";"Santa Helena";5768;0,485;0
"2018";"Bauxita";"Santa Lúcia";53;0,002;0
"2018";"Bauxita";"São Tomé e Príncipe";11;0,001;0
"2018";"Bauxita";"São Vicente e Granadinas";10231;0,454;0
"2018";"Bauxita";"Seicheles";18903;2,361;0
"2018";"Bauxita";"Senegal";5738;0,645;0
"2018";"Bauxita";"Sérvia";1796;0,185;0
"2018";"Bauxita";"Sri Lanka";51756;1,378;0,001
"2018";"Bauxita";"Sudão";629;0,013;0
"2018";"Bauxita";"Suécia";133745;18,714;0,003
"2018";"Bauxita";"Suíça";211718;27,542;0,005
"2018";"Bauxita";"Suriname";107218;7,25;0,003
"2018";"Bauxita";"Tailândia";578583;139,045;0,014
"2018";"Bauxita";"Taiwan (Formosa)";1125221;2963,453;0,028
"2018";"Bauxita";"Tanzânia";15397;0,561;0
"2018";"Bauxita";"Tcheca, República";177386;22,422;0,004
"2018";"Bauxita";"Trinidad e Tobago";375099;236,909;0,009
"2018";"Bauxita";"Tunísia";194451;67,129;0,005
"2018";"Bauxita";"Turquia";579786;542,071;0,014
"2018";"Bauxita";"Ucrânia";4428766;134315,339;0,109
"2018";"Bauxita";"Uruguai";19393788;17367,35;0,478
"2018";"Bauxita";"Vanuatu";773;0,071;0
"2018";"Bauxita";"Venezuela";11590679;28286,484;0,286
"2018";"Bauxita";"Vietnã";140806;36,064;0,003
"2018";"Bauxita";"Virgens, Ilhas (Britânicas)";415;0,076;0
"2018";"Bauxita";"Zimbábue";178;0,009;0
"2016";"Bentonita";"África do Sul";4245830;7660,8;39,845
"2016";"Bentonita";"Angola";122188;394,499;1,147
"2016";"Bentonita";"Arábia Saudita";8040;0,5;0,075
"2016";"Bentonita";"Argentina";932975;1144,3;8,755
"2016";"Bentonita";"Austrália";448716;580;4,211
"2016";"Bentonita";"Bangladesh";10846;26;0,102
"2016";"Bentonita";"Bolívia";69290;86,799;0,65
"2016";"Bentonita";"Chile";323638;322,5;3,037
"2016";"Bentonita";"China";57978;69,15;0,544
"2016";"Bentonita";"Colômbia";496941;568,047;4,664
"2016";"Bentonita";"Costa Rica";145419;52,5;1,365
"2016";"Bentonita";"El Salvador";123950;160;1,163
"2016";"Bentonita";"Equador";220758;402,658;2,072
"2016";"Bentonita";"Espanha";17784;48;0,167
"2016";"Bentonita";"Estados Unidos";3317;8;0,031
"2016";"Bentonita";"Etiópia";15800;20;0,148
"2016";"Bentonita";"França";37392;96;0,351
"2016";"Bentonita";"Gana";614;2,2;0,006
"2016";"Bentonita";"Grécia";19128;48;0,18
"2016";"Bentonita";"Guiné Equatorial";1266;0,35;0,012
"2016";"Bentonita";"Honduras";174856;63,31;1,641
"2016";"Bentonita";"Iêmen";21024;48;0,197
"2016";"Bentonita";"Índia";27566;67,35;0,259
